Country Name,Country Code,Population_2014,Population_2015,Population_2016,Expense_%GDP_2014,Expense_%GDP_2015,Expense_%GDP_2016,ForeignDirectInvestment_NetInflows_BoP_currentUS$_2014,ForeignDirectInvestment_NetInflows_BoP_currentUS$_2015,ForeignDirectInvestment_NetInflows_BoP_currentUS$_2016,GDPgrowth_annual%_2014,GDPgrowth_annual%_2015,GDPgrowth_annual%_2016,Inflation_ConsumerPrices_annual%_2014,Inflation_ConsumerPrices_annual%_2015,Inflation_ConsumerPrices_annual%_2016,Inflation_ConsumerPrices_annual%,ExportsGoodsServices_%GDP_2014,ExportsGoodsServices_%GDP_2015,ExportsGoodsServices_%GDP_2016,GDP_currentUS$_2014,GDP_currentUS$_2015,GDP_currentUS$_2016,GDP_constantUS$_2014,GDP_constantUS$_2015,GDP_constantUS$_2016,ImportsGoodsServices_%GDP_2014,ImportsGoodsServices_%GDP_2015,ImportsGoodsServices_%GDP_2016,Delta,ImportGoodsServices_%GDP,Import_Tot_US $_2014,Import_Tot_US $_2015,Import_Tot_US $_2016,AccessElectricity_%population_2014,AccessElectricity_%population_2015,AccessElectricity_%population_2016,FossilFuelEnergyConsumption_%total_2014,FossilFuelEnergyConsumption_%total_2015,FossilFuelEnergyConsumption_%total_2016,EnergyUse_KgEquivalentPerCapita_2014,EnergyUse_KgEquivalentPerCapita_2015,EnergyUse_KgEquivalentPerCapita_2016,CO2Emissions_kt_2014,CO2Emissions_kt_2015,CO2Emissions_kt_2016,PovertyHeadcountRatio$1.90aday_2011PPP_%population_2014,PovertyHeadcountRatio$1.90aday_2011PPP_%population_2015,PovertyHeadcountRatio$1.90aday_2011PPP_%population_2016,Export_Petroleum_US $_2014,Export_Petroleum_US $_2015,Export_Petroleum_US $_2016,Export_Tot_US $_2014,Export_Tot_US $_2015,Export_Tot_US $_2016,Import_Petroleum_US $_2014,Import_Petroleum_US $_2015,Import_Petroleum_US $_2016,AnnualHouseholdExpenditure_Gas_2010,AnnualHouseholdExpenditure_Electricity_2010,AnnualHouseholdExpenditure_Other fuels_2010,FinalConsumptionExpenditure_currentUS$_2014,FinalConsumptionExpenditure_currentUS$_2015,FinalConsumptionExpenditure_currentUS$_2016,FinalConsumptionExpenditure_constantUS$_2014,FinalConsumptionExpenditure_constantUS$_2015,FinalConsumptionExpenditure_constantUS$_2016,GNI_currentUS$_2014,GNI_currentUS$_2015,GNI_currentUS$_2016,GNI_constantUS$_2014,GNI_constantUS$_2015,GNI_constantUS$_2016,ImportsOfGoodsAndServices_currentUS$_2014,ImportsOfGoodsAndServices_currentUS$_2015,ImportsOfGoodsAndServices_currentUS$_2016,ImportsOfGoodsAndServices_constantUS$_2014,ImportsOfGoodsAndServices_constantUS$_2015,ImportsOfGoodsAndServices_constantUS$_2016,HouseholdsFinalConsumptionExpenditure_currentUS$_2014,HouseholdsFinalConsumptionExpenditure_currentUS$_2015,HouseholdsFinalConsumptionExpenditure_currentUS$_2016,HouseholdsFinalConsumptionExpenditure_currentUS$,HouseholdsConsumption_constantUS$_2014,HouseholdsConsumption_constantUS$_2015,HouseholdsConsumption_constantUS$_2016,Production_Oil_bpd_2014,Production_Oil_bpd_2015,Production_Oil_bpd_2016,Import_Oil_bpd_2014,Import_Oil_bpd_2015,Import_Oil_bpd_2016,Export_Oil_bdp_2014,Export_Oil_bdp_2015,Export_Oil_bdp_2016,Reserves_Oil_2014,Reserves_Oil_2015,Reserves_Oil_2016,,,Manufacured_Export_pc_currenttUS$_2010,Manufacured_Export_pc_currenttUS$_2015,MHMVAsh%_2010,MHMVAsh%_2015,MVAsh%_2010,MVAsh%_2015,Employment_%total_2014,Employment_%total_2015,Employment_%total_2016,Employment_%total_2017,Production_Oil_bdp_2007,Production_Oil_bdp_2008,Production_Oil_bdp_2009,Production_Oil_bdp_2010,Production_Oil_bdp_2011,Production_Oil_bdp_2012,Production_Oil_bdp_2013,Production_Oil_bdp_2014,Production_Oil_bdp_2015,Production_Oil_bdp_2016,Production_Oil_bdp_2017,Production_Oil_bdp_Cumulated,MVApe_constantUS$_2015,MVApc_constantUS$_2010,MVApc_constantUS$_2015,Employment_total_2015,Employment_industry_2015,Skill_Level_high_2015,Skill_Level_medium_2015,Skill_Level_low_2015,Skilled_labour_2015,Employment_industry_high_skilled_2015,Employment_industry_medium_skilled_2015,Employment_industry_skilled_2015
South Africa,ZAF,54539571,55291225,56015473,34.3213747436,35.9228965246,34.4514061563,5791659020.09998,1521139945.30532,2215307020.39541,1.8470084417,1.2795382556,0.5653629391,6.067198453,4.588271042,6.3262638,5.660577765,31.4686452083,30.1560456138,30.7025974061,350904575292.317,317741039197.848,295762685147.667,413549172748.628,418840692619.705,421208662669.69,32.9658559049,31.4441027984,30.0879276082,1.5217531064,31.4992954372,99892737880,79590945314,74744010293,86,85.5,84.2,86.9092164123,,,2695.7337636558,,,489771.854,,,18.9,,,3628208636,3362313054,2478221386,90612104198,69631082608,74110816972,22226680097,12887548520,9220141141,69190314.84,5210988495.525,399120436.089,283407510337.132,254590333056.224,237341117616.665,332986285597.225,337209111947.229,340589496927.153,341540887462.653,309869654215.063,287572337648.211,402525378711.011,408373002163.427,409438365742.377,115678696654.494,99910818998.1727,88988862599.2603,125120246387.698,131859985086.449,126876291483.434,210434527138.431,189579435019.254,175802195644.784,191938719267.49,248355828098.113,252847380309.197,254618812843.135,3,3,2,416.265,413.873,416.531,3.293,5.531,9.018,0.015,0.015,0.015,,,1134,877,25.16,24.43,13.07,12.46,40.1279983521,40.8989982605,40.1800003052,39.766998291,16,15,4,3,4,4,4,3,3,2,2,43.5685081219,13826.1066520343,949,952,15977.48,3807.09,24.01,50.74,25.25,74.75,914.08,1931.72,2845.8005225
Timor-Leste,TLS,1212814,1240977,1268671,24.1033472607,37.5395419727,94.9895158421,33905491.522696,42995500,5478700,-26.049713229,20.8807602085,0.8245336274,0.443548387,0.63428342,-1.220679751,-0.0476159813,1.8341920865,1.6267097256,2.2848006566,4045377828.46133,3104426020.56392,2521007678.82629,3089229757.88573,3734284415.91915,3765074846.66977,27.9800811691,29.1325995211,36.9931439651,7.860544444,31.3686082184,,,,57.7781982422,67.2815339423,63.3941383362,,,,,,,469.376,,,30.3,,,,,,,,,,,,82403.131,5836720.742,13802058.507,1888600000,1876100000,1919600000,1511457152.73714,1536351933.81923,1581309943.07602,3345207834.89128,2805437372.54425,2277716887.23753,2502944453.63874,3731843219.77983,3835272833.49485,1131900000,904400000,932600000,926099907.008201,848519923.915801,917656082.509088,941100000,945600000,1005000000,963900000,733044360.809477,734520236.92004,778563487.166831,74.2328767123,62.0602739726,49.237704918,0,0,0,1.149,13.476,2.101,0,0,0,,,,,,,,,38.2680015564,37.9280014038,37.7099990845,37.4469985962,100,100,95,88,84,79,79,74,62,49,40,751.124021259,,,,263.6,34.61,14.92,71.79,13.29,86.71,5.16,24.85,30.0120652
Tunisia,TUN,11143908,11273661,11403248,,,,1024754443.57725,970521888.740203,695100945.050512,2.9713983451,1.1536158371,1.108392968,4.937735303,4.857182282,3.711014607,4.5019773973,45.5842307216,40.6580971033,40.3887727455,47587913058.8443,43156708809.1354,42062549394.7859,47599273438.5916,48148386195.3332,48682059522.1462,56.5701200644,51.6108684302,51.0538109545,4.9592516342,53.078266483,24793340075,20222503107,19487207662,99.8,100,100,88.360948203,,,943.607036239,,,28829.954,,,,,,2168749193,924555606,749312195,16759747696,14073487589,13575130953,2881783617,1983115609,1363391171,,,,41613547446.5453,39071240772.8385,38350059171.3222,,,,45895623490.6049,41824530995.106,40447392923.6499,,,,26920539553.5136,22273552202.2839,21474534450.6518,,,,32710075101.6081,30632339671.6966,29937523277.4674,31093312683.5907,,,,49.597260274,36,38,24.861,18.519,17.769,44.201,36.108,34.478,0.425,0.425,0.425,,,1275,1125,20.01,20.01,16.53,16.22,40.1930007935,40.0209999084,39.7599983215,39.6839981079,83,83,78,75,64,63,60,50,36,38,37,584.2256591812,5003.3207250351,684,683,3442.93,1538.96,21.39,56.71,21.9,78.1,329.18,872.74,1201.92776
Turkmenistan,TKM,5466241,5565284,5662544,,,,4170086000,4258767000,4522482142.8571,10.2999999705,6.4999999095,6.1999999664,,,,,,,,43524210526.3158,35799628571.4286,36179885714.2857,34979955661.3867,37253652747.7258,39563379205.5788,,,,0,,,,,99.9988479614,100,100,,,,4893.4874989961,,,68422.553,,,,,,,,,,,,,,,,,,,,,,,,39603210526.3158,33705628571.4286,35225885714.2857,,,,,,,,,,,,,,,,,239.210958904,243.068493151,230.778688525,0,0,0,64.263,69.284,68.857,0.6,0.6,0.6,,,,,,,,,62.9440002441,63.0960006714,63.2120018005,63.2319984436,164,170,176,178,197,215,228,239,243,231,245,2123.452039824,,,,2442.45,1100.32,18.99,71.89,9.12,90.88,208.95,791.02,999.9717248
United Arab Emirates,ARE,9070867,9154302,9269612,3.8952818505,4.2885081061,4.4659581193,10823379305.5165,8795099000,8985705000,4.3986966825,5.0647015294,2.9884418208,2.34582837,4.068834375,1.617876882,2.677513209,99.1150412591,100.8704802353,101.0030139226,403137100068.073,358135057862.492,357045064669.843,355089176310.415,373073383253.914,384222464261.402,68.9351924086,74.3508273326,75.7446341196,5.415634924,73.0102179536,298611000000,287025000000,270882000000,100,100,100,99.8124633596,,,7769.2347379804,,,211369.547,,,,,,99723321462,47927202486,42705379707,380339616263,333362349875,298650942398,8705368964,1691395397,2803051074,,,,191982845473.111,171220422055.82,173924302246.426,185166235534.377,156595234853.642,158026412525.528,403856634554.118,359691881851.6,350839930102.11,355854455955.416,374929873812.142,386448976489.473,277903335602.451,266276378488.768,270442477876.106,273877467665.078,258206671204.901,265057045609.258,147912593601.089,126709326072.158,129198910823.69,134606943498.979,143211164057.182,115889448604.493,117781892443.839,2894.19178082,3019.45205479,3106.07650273,0,0,0,2651.192,2593.12,2487.58,97.8,97.8,97.8,,,1854,3630,12.61,12.61,9,8.93,79.4810028076,79.7080001831,79.06199646,78.3219985962,2603,2821,2560,2570,2849,2994,2938,3010,3149,3243,3174,29308.02185791,15486.9817206333,3091,3572,6290.78,2111.4,36.55,53.53,9.92,90.08,771.72,1130.23,1901.9464176
United Kingdom,GBR,64613160,65128861,65595565,39.2845750443,38.4164126609,37.2992867661,58890445252.714,58450557090.9439,265810566654.786,3.0542510118,2.3459395171,1.9357909497,1.460191609,0.050020842,0.641613199,0.7172752167,28.24754962,27.3813135444,28.2552280306,3022827781881.39,2885570309160.86,2650850178102.14,2643243341332.76,2705252231411.39,2757620259273.38,30.2524356826,29.09515724,30.3270852147,1.2319279747,29.8915593791,694344000000,630251000000,636368000000,100,100,100,82.6340746288,80.711958728,,2776.8440980135,2763.9800579347,,419820.162,,,0.2,0.2,,49715480168,28041488710,22569869454,511145442935,466295682754,411463355625,62671856999,37081826946,29207446802,,,,2566203671871.38,2445275464453.53,2244074616381.57,2221430817535.8,2268271714588.47,2324260559950.4,2959727353164.46,2821761144871.49,2587657061532.37,2596483420819.06,2655347450159.67,2711809561617.53,914479030510.279,839561218721.017,803925592427.632,840132660181.525,883095779123.36,925766424114.506,1975457418732.2,1892125207284.11,1744962006694.54,1870848210903.62,1677497120308.01,1720410063513.83,1771053504045.19,787.2186,893.260145205,933.022543716,940.351,861.624,797.631,569.469,605.047,620.188,2.979081,2.982142,2.754685,,,5174,5541,49.74,47.37,9.29,8.53,58.4029998779,58.9410018921,59.3520011902,59.6440010071,1498,1391,1328,1233,1026,888,801,787,893,933,911,10192.183014121,38561.9253139038,3556,3509,31767.73,5926.5,47.77,43.26,8.97,91.03,2831.09,2563.8,5394.8911294
United States,USA,318622525,321039839,323405935,22.891631319,22.6780688664,22.7320770116,237655000000,506161000000,479415000000,2.5691935942,2.8615870253,1.4852791932,1.622222977,0.118627136,1.261583206,1.0008111063,13.62004392,12.4990439118,11.8906224202,17427609000000,18120714000000,18624475000000,16208861247400,16672691917800,16920327941800,16.5436176586,15.3909939752,14.6892999668,1.1526236834,15.5413038669,2410860000000,2313420000000,2248210000000,100,100,100,82.9347502266,82.7764371672,,6955.5240170167,6797.6206124375,,5254279.285,,,,,1.3,128639153645,86246439294,75562911263,1619742863865,1501845863839,1450457291215,335146035728,186247699906,151188921796,,,,14426360000000,14943057000000,15478782000000,13411817029100,13845233317600,14181007249400,17892074000000,18581144000000,18968714000000,16373865154867.1,16807538730424.3,17045694332996.7,2883157000000,2788958000000,2735805000000,2693714499800,2827336250900,2863264745200,11863669000000,12332257000000,12820694000000,12338873333333.3,11048016579700,11450431105300,11763375001700,8753.19719178,9408.27118356,8839.75971311,7344,7363,7850,351,465,591,36.52,39.933,35.23,,,2783,3000,47.69,41.17,12.2,11.75,58.3699989319,58.7400016785,59.1329994202,59.1920013428,5074,5000,5349,5478,5654,6502,7467,8759,9431,8831,9352,71820.80425515,68121.9834966722,5906,6073,151820.12,28620.35,42.17,45.17,12.66,87.34,12069.2,12927.81,24997.0128166
Venezuela RB,VEN,30738378,31155134,31568179,,,,1135000000,2956000000,1587000000,-3.8943864745,,,62.16864998,121.7380853,254.9485348,146.2850900267,16.6938273503,,,482359318767.703,,,421393747431.435,,,31.3969861753,,,31.3969861753,31.3969861753,,,,99.318145752,99.4607391357,99.6038360596,,,,,,,185220.17,,,,,,,,,,,,,,,,,,433607050221.19,,,299640060306.613,,,476933862544.158,,,418280313515.464,,,151446288628.624,,,73113680864.5802,,,363166412431.177,,,363166412431.177,247615909931.18,..,..,2500,2500,2276.96721311,0,0,0,1728.84,1872.431,1725.049,297.74,298.35,299.953,,,752,427,34.28,34.28,12.92,12.31,59.9280014038,59.8979988098,59.0960006714,58.7569999695,2490,2510,2520,2410,2500,2500,2500,2500,2500,2277,2007,24224.26858297,15358.6521274232,1755,1562,13400.39,3168.53,18.02,56.82,25.17,74.84,570.97,1800.36,2371.3263552
Vietnam,VNM,92544915,93571567,94569072,,,,9200000000,11800000000,12600000000,5.983654637,6.6792887889,6.2108116679,4.085899941,0.878603714,3.243832858,2.736112171,86.4047593411,89.7792486373,93.623939061,186204652922.262,193241108709.536,205276172134.901,144834688912.566,154508616051.562,164104855205.203,83.1297538559,88.9881660784,91.0623392504,5.8584122225,87.7267530616,147839000000,165776000000,174978000000,99.2,100,100,,,,,,,166910.839,,,2.6,,,8326459306,4560538790,3229957080,150217138752,162016742480,176580786634,9066324427,6616325589,6117353621,828263254,1369884764.378,738738785.316,134199356913.183,143568397701.724,154064457567.743,103189523219.647,112600138590.853,120843446314.892,177360648761.112,183320503554.143,196914558580.732,137702824801.11,146351773167.77,157088454383.872,154791469642.519,171961718750.27,186929284269.732,139793645426.171,165118360669.308,190357233884.279,122533431057.31,131329929034.672,140701978000.384,131521779364.122,94034106970.4567,102807476702.456,110312426208.838,306.82739726,333.44109589,301.849726776,14.138,3.655,8.712,186.885,185.198,157.615,4.4,4.4,4.4,,,567,1469,25.43,40.36,17.94,20.34,77.0930023193,76.8339996338,76.5599975586,76.611000061,313,302,331,299,302,331,332,307,333,302,271,3110.644816228,2452.8022425826,236,337,55291.9,12856.16,10.79,49.31,39.9,60.1,1387.18,6339.37,7726.55216
Gambia,,,1977590,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.9333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,546.9929787234,,26,,94,7.9,,,,,,
